"Förskrivning till människor by varugrupp, kön, åldersgrupp, period and mätvärde"

"varugrupp";"kön";"åldersgrupp";"period";"mätvärde";"Förskrivning till människor"
"R - andningsorgan";"Kvinna";"65 - 74";"2021-11";"Förpackningar";70700
"R - andningsorgan";"Kvinna";"65 - 74";"2021-12";"AUP exkl moms";24970922
"R - andningsorgan";"Kvinna";"65 - 74";"2021-12";"Förpackningar";71479
"R - andningsorgan";"Kvinna";"65 - 74";"2022-01";"AUP exkl moms";25483527
"R - andningsorgan";"Kvinna";"65 - 74";"2022-01";"Förpackningar";71035
"R - andningsorgan";"Kvinna";"65 - 74";"2022-02";"AUP exkl moms";23369464
"R - andningsorgan";"Kvinna";"65 - 74";"2022-02";"Förpackningar";66712
"R - andningsorgan";"Kvinna";"65 - 74";"2022-03";"AUP exkl moms";28345770
"R - andningsorgan";"Kvinna";"65 - 74";"2022-03";"Förpackningar";84771
"R - andningsorgan";"Kvinna";"65 - 74";"2022-04";"AUP exkl moms";25452905
"R - andningsorgan";"Kvinna";"65 - 74";"2022-04";"Förpackningar";74363
"R - andningsorgan";"Kvinna";"65 - 74";"2022-05";"AUP exkl moms";26339174
"R - andningsorgan";"Kvinna";"65 - 74";"2022-05";"Förpackningar";78029
"R - andningsorgan";"Kvinna";"65 - 74";"2022-06";"AUP exkl moms";25890524
"R - andningsorgan";"Kvinna";"65 - 74";"2022-06";"Förpackningar";71845
"R - andningsorgan";"Kvinna";"65 - 74";"2022-07";"AUP exkl moms";23815596
"R - andningsorgan";"Kvinna";"65 - 74";"2022-07";"Förpackningar";66832
"R - andningsorgan";"Kvinna";"65 - 74";"2022-08";"AUP exkl moms";25667240
"R - andningsorgan";"Kvinna";"65 - 74";"2022-08";"Förpackningar";70838
"R - andningsorgan";"Kvinna";"65 - 74";"2022-09";"AUP exkl moms";26333499
"R - andningsorgan";"Kvinna";"65 - 74";"2022-09";"Förpackningar";72289
"R - andningsorgan";"Kvinna";"65 - 74";"2022-10";"AUP exkl moms";26555811
"R - andningsorgan";"Kvinna";"65 - 74";"2022-10";"Förpackningar";70415
"R - andningsorgan";"Kvinna";"65 - 74";"2022-11";"AUP exkl moms";27157860
"R - andningsorgan";"Kvinna";"65 - 74";"2022-11";"Förpackningar";74552
"R - andningsorgan";"Kvinna";"65 - 74";"2022-12";"AUP exkl moms";28996535
"R - andningsorgan";"Kvinna";"65 - 74";"2022-12";"Förpackningar";79073
"R - andningsorgan";"Kvinna";"65 - 74";"2023-01";"AUP exkl moms";28186357
"R - andningsorgan";"Kvinna";"65 - 74";"2023-01";"Förpackningar";76594
"R - andningsorgan";"Kvinna";"65 - 74";"2023-02";"AUP exkl moms";25765011
"R - andningsorgan";"Kvinna";"65 - 74";"2023-02";"Förpackningar";69033
"R - andningsorgan";"Kvinna";"65 - 74";"2023-03";"AUP exkl moms";29106794
"R - andningsorgan";"Kvinna";"65 - 74";"2023-03";"Förpackningar";80799
"R - andningsorgan";"Kvinna";"65 - 74";"2023-04";"AUP exkl moms";26600166
"R - andningsorgan";"Kvinna";"65 - 74";"2023-04";"Förpackningar";73590
"R - andningsorgan";"Kvinna";"65 - 74";"2023-05";"AUP exkl moms";29375398
"R - andningsorgan";"Kvinna";"65 - 74";"2023-05";"Förpackningar";81644
"R - andningsorgan";"Kvinna";"65 - 74";"2023-06";"AUP exkl moms";28624084
"R - andningsorgan";"Kvinna";"65 - 74";"2023-06";"Förpackningar";71424
"R - andningsorgan";"Kvinna";"65 - 74";"2023-07";"AUP exkl moms";24858047
"R - andningsorgan";"Kvinna";"65 - 74";"2023-07";"Förpackningar";63813
"R - andningsorgan";"Kvinna";"65 - 74";"2023-08";"AUP exkl moms";27365083
"R - andningsorgan";"Kvinna";"65 - 74";"2023-08";"Förpackningar";69669
"R - andningsorgan";"Kvinna";"65 - 74";"2023-09";"AUP exkl moms";27306344
"R - andningsorgan";"Kvinna";"65 - 74";"2023-09";"Förpackningar";68949
"R - andningsorgan";"Kvinna";"65 - 74";"2023-10";"AUP exkl moms";29098959
"R - andningsorgan";"Kvinna";"65 - 74";"2023-10";"Förpackningar";72333
"R - andningsorgan";"Kvinna";"65 - 74";"2023-11";"AUP exkl moms";28950598
"R - andningsorgan";"Kvinna";"65 - 74";"2023-11";"Förpackningar";72637
"R - andningsorgan";"Kvinna";"65 - 74";"2023-12";"AUP exkl moms";29643172
"R - andningsorgan";"Kvinna";"65 - 74";"2023-12";"Förpackningar";73088
"R - andningsorgan";"Kvinna";"65 - 74";"2024-01";"AUP exkl moms";30205728
"R - andningsorgan";"Kvinna";"65 - 74";"2024-01";"Förpackningar";76751
"R - andningsorgan";"Kvinna";"65 - 74";"2024-02";"AUP exkl moms";27512316
"R - andningsorgan";"Kvinna";"65 - 74";"2024-02";"Förpackningar";69370
"R - andningsorgan";"Kvinna";"65 - 74";"2024-03";"AUP exkl moms";28817485
"R - andningsorgan";"Kvinna";"65 - 74";"2024-03";"Förpackningar";72810
"R - andningsorgan";"Kvinna";"65 - 74";"2024-04";"AUP exkl moms";30755012
"R - andningsorgan";"Kvinna";"65 - 74";"2024-04";"Förpackningar";77667
"R - andningsorgan";"Kvinna";"65 - 74";"2024-05";"AUP exkl moms";31324539
"R - andningsorgan";"Kvinna";"65 - 74";"2024-05";"Förpackningar";79904
"R - andningsorgan";"Kvinna";"65 - 74";"2024-06";"AUP exkl moms";26920664
"R - andningsorgan";"Kvinna";"65 - 74";"2024-06";"Förpackningar";65866
"R - andningsorgan";"Kvinna";"65 - 74";"2024-07";"AUP exkl moms";27868775
"R - andningsorgan";"Kvinna";"65 - 74";"2024-07";"Förpackningar";68899
"R - andningsorgan";"Kvinna";"65 - 74";"2024-08";"AUP exkl moms";28472874
"R - andningsorgan";"Kvinna";"65 - 74";"2024-08";"Förpackningar";69179
"R - andningsorgan";"Kvinna";"65 - 74";"2024-09";"AUP exkl moms";28446443
"R - andningsorgan";"Kvinna";"65 - 74";"2024-09";"Förpackningar";68504
"R - andningsorgan";"Kvinna";"65 - 74";"2024-10";"AUP exkl moms";32191867
"R - andningsorgan";"Kvinna";"65 - 74";"2024-10";"Förpackningar";76249
"R - andningsorgan";"Kvinna";"65 - 74";"2024-11";"AUP exkl moms";29643989
"R - andningsorgan";"Kvinna";"65 - 74";"2024-11";"Förpackningar";72055
"R - andningsorgan";"Kvinna";"65 - 74";"2024-12";"AUP exkl moms";31203605
"R - andningsorgan";"Kvinna";"65 - 74";"2024-12";"Förpackningar";75245
"R - andningsorgan";"Kvinna";"75 -";"2020";"AUP exkl moms";354804201
"R - andningsorgan";"Kvinna";"75 -";"2020";"Förpackningar";941887
"R - andningsorgan";"Kvinna";"75 -";"2021";"AUP exkl moms";351176794
"R - andningsorgan";"Kvinna";"75 -";"2021";"Förpackningar";927325
"R - andningsorgan";"Kvinna";"75 -";"2022";"AUP exkl moms";380507973
"R - andningsorgan";"Kvinna";"75 -";"2022";"Förpackningar";994274
"R - andningsorgan";"Kvinna";"75 -";"2023";"AUP exkl moms";416757026
"R - andningsorgan";"Kvinna";"75 -";"2023";"Förpackningar";1036658
"R - andningsorgan";"Kvinna";"75 -";"2024";"AUP exkl moms";448965319
"R - andningsorgan";"Kvinna";"75 -";"2024";"Förpackningar";1051337
"R - andningsorgan";"Kvinna";"75 -";"2020-01";"AUP exkl moms";33173940
"R - andningsorgan";"Kvinna";"75 -";"2020-01";"Förpackningar";89153
"R - andningsorgan";"Kvinna";"75 -";"2020-02";"AUP exkl moms";29137487
"R - andningsorgan";"Kvinna";"75 -";"2020-02";"Förpackningar";78929
"R - andningsorgan";"Kvinna";"75 -";"2020-03";"AUP exkl moms";38643685
"R - andningsorgan";"Kvinna";"75 -";"2020-03";"Förpackningar";105708
"R - andningsorgan";"Kvinna";"75 -";"2020-04";"AUP exkl moms";30414023
"R - andningsorgan";"Kvinna";"75 -";"2020-04";"Förpackningar";83926
"R - andningsorgan";"Kvinna";"75 -";"2020-05";"AUP exkl moms";27553609
"R - andningsorgan";"Kvinna";"75 -";"2020-05";"Förpackningar";73345
"R - andningsorgan";"Kvinna";"75 -";"2020-06";"AUP exkl moms";28924094
"R - andningsorgan";"Kvinna";"75 -";"2020-06";"Förpackningar";75432
"R - andningsorgan";"Kvinna";"75 -";"2020-07";"AUP exkl moms";27918535
"R - andningsorgan";"Kvinna";"75 -";"2020-07";"Förpackningar";72904
"R - andningsorgan";"Kvinna";"75 -";"2020-08";"AUP exkl moms";26530265
"R - andningsorgan";"Kvinna";"75 -";"2020-08";"Förpackningar";68646
"R - andningsorgan";"Kvinna";"75 -";"2020-09";"AUP exkl moms";28509780
"R - andningsorgan";"Kvinna";"75 -";"2020-09";"Förpackningar";73747
"R - andningsorgan";"Kvinna";"75 -";"2020-10";"AUP exkl moms";28568691
"R - andningsorgan";"Kvinna";"75 -";"2020-10";"Förpackningar";74436
"R - andningsorgan";"Kvinna";"75 -";"2020-11";"AUP exkl moms";28054790
"R - andningsorgan";"Kvinna";"75 -";"2020-11";"Förpackningar";73377
"R - andningsorgan";"Kvinna";"75 -";"2020-12";"AUP exkl moms";27375304
"R - andningsorgan";"Kvinna";"75 -";"2020-12";"Förpackningar";72284
"R - andningsorgan";"Kvinna";"75 -";"2021-01";"AUP exkl moms";30281391
"R - andningsorgan";"Kvinna";"75 -";"2021-01";"Förpackningar";78706
"R - andningsorgan";"Kvinna";"75 -";"2021-02";"AUP exkl moms";28123788
"R - andningsorgan";"Kvinna";"75 -";"2021-02";"Förpackningar";74226
"R - andningsorgan";"Kvinna";"75 -";"2021-03";"AUP exkl moms";31705839
"R - andningsorgan";"Kvinna";"75 -";"2021-03";"Förpackningar";85705
"R - andningsorgan";"Kvinna";"75 -";"2021-04";"AUP exkl moms";29269651
"R - andningsorgan";"Kvinna";"75 -";"2021-04";"Förpackningar";78037
"R - andningsorgan";"Kvinna";"75 -";"2021-05";"AUP exkl moms";29397436
"R - andningsorgan";"Kvinna";"75 -";"2021-05";"Förpackningar";78373
"R - andningsorgan";"Kvinna";"75 -";"2021-06";"AUP exkl moms";29603532
"R - andningsorgan";"Kvinna";"75 -";"2021-06";"Förpackningar";78976
"R - andningsorgan";"Kvinna";"75 -";"2021-07";"AUP exkl moms";28180718
"R - andningsorgan";"Kvinna";"75 -";"2021-07";"Förpackningar";73018
"R - andningsorgan";"Kvinna";"75 -";"2021-08";"AUP exkl moms";28428123
"R - andningsorgan";"Kvinna";"75 -";"2021-08";"Förpackningar";73727
"R - andningsorgan";"Kvinna";"75 -";"2021-09";"AUP exkl moms";29417901
"R - andningsorgan";"Kvinna";"75 -";"2021-09";"Förpackningar";76662
"R - andningsorgan";"Kvinna";"75 -";"2021-10";"AUP exkl moms";28817179
"R - andningsorgan";"Kvinna";"75 -";"2021-10";"Förpackningar";76395
"R - andningsorgan";"Kvinna";"75 -";"2021-11";"AUP exkl moms";29414003
"R - andningsorgan";"Kvinna";"75 -";"2021-11";"Förpackningar";77055
"R - andningsorgan";"Kvinna";"75 -";"2021-12";"AUP exkl moms";28537234
"R - andningsorgan";"Kvinna";"75 -";"2021-12";"Förpackningar";76445
"R - andningsorgan";"Kvinna";"75 -";"2022-01";"AUP exkl moms";31769713
"R - andningsorgan";"Kvinna";"75 -";"2022-01";"Förpackningar";82870
"R - andningsorgan";"Kvinna";"75 -";"2022-02";"AUP exkl moms";29658410
"R - andningsorgan";"Kvinna";"75 -";"2022-02";"Förpackningar";77909
"R - andningsorgan";"Kvinna";"75 -";"2022-03";"AUP exkl moms";34548776
"R - andningsorgan";"Kvinna";"75 -";"2022-03";"Förpackningar";93880
"R - andningsorgan";"Kvinna";"75 -";"2022-04";"AUP exkl moms";30499564
"R - andningsorgan";"Kvinna";"75 -";"2022-04";"Förpackningar";82990
"R - andningsorgan";"Kvinna";"75 -";"2022-05";"AUP exkl moms";33131662
"R - andningsorgan";"Kvinna";"75 -";"2022-05";"Förpackningar";87960
"R - andningsorgan";"Kvinna";"75 -";"2022-06";"AUP exkl moms";31705288
"R - andningsorgan";"Kvinna";"75 -";"2022-06";"Förpackningar";82924
"R - andningsorgan";"Kvinna";"75 -";"2022-07";"AUP exkl moms";29603970
"R - andningsorgan";"Kvinna";"75 -";"2022-07";"Förpackningar";76254
"R - andningsorgan";"Kvinna";"75 -";"2022-08";"AUP exkl moms";31886207
"R - andningsorgan";"Kvinna";"75 -";"2022-08";"Förpackningar";81330
"R - andningsorgan";"Kvinna";"75 -";"2022-09";"AUP exkl moms";31603950
"R - andningsorgan";"Kvinna";"75 -";"2022-09";"Förpackningar";81399
"R - andningsorgan";"Kvinna";"75 -";"2022-10";"AUP exkl moms";31277673
"R - andningsorgan";"Kvinna";"75 -";"2022-10";"Förpackningar";79583
"R - andningsorgan";"Kvinna";"75 -";"2022-11";"AUP exkl moms";32404486
"R - andningsorgan";"Kvinna";"75 -";"2022-11";"Förpackningar";82381
"R - andningsorgan";"Kvinna";"75 -";"2022-12";"AUP exkl moms";32418273
"R - andningsorgan";"Kvinna";"75 -";"2022-12";"Förpackningar";84794
"R - andningsorgan";"Kvinna";"75 -";"2023-01";"AUP exkl moms";36250066
"R - andningsorgan";"Kvinna";"75 -";"2023-01";"Förpackningar";93613
"R - andningsorgan";"Kvinna";"75 -";"2023-02";"AUP exkl moms";32836456
"R - andningsorgan";"Kvinna";"75 -";"2023-02";"Förpackningar";83353
"R - andningsorgan";"Kvinna";"75 -";"2023-03";"AUP exkl moms";36208193
"R - andningsorgan";"Kvinna";"75 -";"2023-03";"Förpackningar";94760
"R - andningsorgan";"Kvinna";"75 -";"2023-04";"AUP exkl moms";33154976
"R - andningsorgan";"Kvinna";"75 -";"2023-04";"Förpackningar";85232
"R - andningsorgan";"Kvinna";"75 -";"2023-05";"AUP exkl moms";37479010
"R - andningsorgan";"Kvinna";"75 -";"2023-05";"Förpackningar";95207
"R - andningsorgan";"Kvinna";"75 -";"2023-06";"AUP exkl moms";34371586
"R - andningsorgan";"Kvinna";"75 -";"2023-06";"Förpackningar";85640
"R - andningsorgan";"Kvinna";"75 -";"2023-07";"AUP exkl moms";32537094
"R - andningsorgan";"Kvinna";"75 -";"2023-07";"Förpackningar";78305
"R - andningsorgan";"Kvinna";"75 -";"2023-08";"AUP exkl moms";34948549
"R - andningsorgan";"Kvinna";"75 -";"2023-08";"Förpackningar";84295
"R - andningsorgan";"Kvinna";"75 -";"2023-09";"AUP exkl moms";34352105
"R - andningsorgan";"Kvinna";"75 -";"2023-09";"Förpackningar";82972
"R - andningsorgan";"Kvinna";"75 -";"2023-10";"AUP exkl moms";35135496
"R - andningsorgan";"Kvinna";"75 -";"2023-10";"Förpackningar";85495
"R - andningsorgan";"Kvinna";"75 -";"2023-11";"AUP exkl moms";35243655
"R - andningsorgan";"Kvinna";"75 -";"2023-11";"Förpackningar";85535
"R - andningsorgan";"Kvinna";"75 -";"2023-12";"AUP exkl moms";34239840
"R - andningsorgan";"Kvinna";"75 -";"2023-12";"Förpackningar";82249
"R - andningsorgan";"Kvinna";"75 -";"2024-01";"AUP exkl moms";39927565
"R - andningsorgan";"Kvinna";"75 -";"2024-01";"Förpackningar";96439
"R - andningsorgan";"Kvinna";"75 -";"2024-02";"AUP exkl moms";35866588
"R - andningsorgan";"Kvinna";"75 -";"2024-02";"Förpackningar";85725
"R - andningsorgan";"Kvinna";"75 -";"2024-03";"AUP exkl moms";36556946
"R - andningsorgan";"Kvinna";"75 -";"2024-03";"Förpackningar";86795
"R - andningsorgan";"Kvinna";"75 -";"2024-04";"AUP exkl moms";39227407
"R - andningsorgan";"Kvinna";"75 -";"2024-04";"Förpackningar";93994
"R - andningsorgan";"Kvinna";"75 -";"2024-05";"AUP exkl moms";39949959
"R - andningsorgan";"Kvinna";"75 -";"2024-05";"Förpackningar";95539
"R - andningsorgan";"Kvinna";"75 -";"2024-06";"AUP exkl moms";34086229
"R - andningsorgan";"Kvinna";"75 -";"2024-06";"Förpackningar";79244
"R - andningsorgan";"Kvinna";"75 -";"2024-07";"AUP exkl moms";36429852
"R - andningsorgan";"Kvinna";"75 -";"2024-07";"Förpackningar";84749
"R - andningsorgan";"Kvinna";"75 -";"2024-08";"AUP exkl moms";36343763
"R - andningsorgan";"Kvinna";"75 -";"2024-08";"Förpackningar";84054
"R - andningsorgan";"Kvinna";"75 -";"2024-09";"AUP exkl moms";35991763
"R - andningsorgan";"Kvinna";"75 -";"2024-09";"Förpackningar";82658
"R - andningsorgan";"Kvinna";"75 -";"2024-10";"AUP exkl moms";39667668
"R - andningsorgan";"Kvinna";"75 -";"2024-10";"Förpackningar";91129
"R - andningsorgan";"Kvinna";"75 -";"2024-11";"AUP exkl moms";37479158
"R - andningsorgan";"Kvinna";"75 -";"2024-11";"Förpackningar";85152
"R - andningsorgan";"Kvinna";"75 -";"2024-12";"AUP exkl moms";37438420
"R - andningsorgan";"Kvinna";"75 -";"2024-12";"Förpackningar";85857
"R - andningsorgan";"Kvinna";"Alla åldrar";"2020";"AUP exkl moms";1663671980
"R - andningsorgan";"Kvinna";"Alla åldrar";"2020";"Förpackningar";5154737
"R - andningsorgan";"Kvinna";"Alla åldrar";"2021";"AUP exkl moms";1609402487
"R - andningsorgan";"Kvinna";"Alla åldrar";"2021";"Förpackningar";5018958
"R - andningsorgan";"Kvinna";"Alla åldrar";"2022";"AUP exkl moms";1796894060
"R - andningsorgan";"Kvinna";"Alla åldrar";"2022";"Förpackningar";5310969
"R - andningsorgan";"Kvinna";"Alla åldrar";"2023";"AUP exkl moms";2209965875
"R - andningsorgan";"Kvinna";"Alla åldrar";"2023";"Förpackningar";5338862
"R - andningsorgan";"Kvinna";"Alla åldrar";"2024";"AUP exkl moms";2380132144
"R - andningsorgan";"Kvinna";"Alla åldrar";"2024";"Förpackningar";5461843
"R - andningsorgan";"Kvinna";"Alla åldrar";"2020-01";"AUP exkl moms";143455544
"R - andningsorgan";"Kvinna";"Alla åldrar";"2020-01";"Förpackningar";439669
"R - andningsorgan";"Kvinna";"Alla åldrar";"2020-02";"AUP exkl moms";134185426
"R - andningsorgan";"Kvinna";"Alla åldrar";"2020-02";"Förpackningar";427854
"R - andningsorgan";"Kvinna";"Alla åldrar";"2020-03";"AUP exkl moms";212233524
"R - andningsorgan";"Kvinna";"Alla åldrar";"2020-03";"Förpackningar";689851
"R - andningsorgan";"Kvinna";"Alla åldrar";"2020-04";"AUP exkl moms";146889069
"R - andningsorgan";"Kvinna";"Alla åldrar";"2020-04";"Förpackningar";509457
"R - andningsorgan";"Kvinna";"Alla åldrar";"2020-05";"AUP exkl moms";128603145
"R - andningsorgan";"Kvinna";"Alla åldrar";"2020-05";"Förpackningar";412158
"R - andningsorgan";"Kvinna";"Alla åldrar";"2020-06";"AUP exkl moms";136345734
"R - andningsorgan";"Kvinna";"Alla åldrar";"2020-06";"Förpackningar";428416
"R - andningsorgan";"Kvinna";"Alla åldrar";"2020-07";"AUP exkl moms";122189560
"R - andningsorgan";"Kvinna";"Alla åldrar";"2020-07";"Förpackningar";372972
"R - andningsorgan";"Kvinna";"Alla åldrar";"2020-08";"AUP exkl moms";117542606
"R - andningsorgan";"Kvinna";"Alla åldrar";"2020-08";"Förpackningar";345328
"R - andningsorgan";"Kvinna";"Alla åldrar";"2020-09";"AUP exkl moms";128146102
"R - andningsorgan";"Kvinna";"Alla åldrar";"2020-09";"Förpackningar";374402
"R - andningsorgan";"Kvinna";"Alla åldrar";"2020-10";"AUP exkl moms";130481005
"R - andningsorgan";"Kvinna";"Alla åldrar";"2020-10";"Förpackningar";378750
"R - andningsorgan";"Kvinna";"Alla åldrar";"2020-11";"AUP exkl moms";130630317
"R - andningsorgan";"Kvinna";"Alla åldrar";"2020-11";"Förpackningar";386299
"R - andningsorgan";"Kvinna";"Alla åldrar";"2020-12";"AUP exkl moms";132969948
"R - andningsorgan";"Kvinna";"Alla åldrar";"2020-12";"Förpackningar";389580
"R - andningsorgan";"Kvinna";"Alla åldrar";"2021-01";"AUP exkl moms";128791019
"R - andningsorgan";"Kvinna";"Alla åldrar";"2021-01";"Förpackningar";377192
"R - andningsorgan";"Kvinna";"Alla åldrar";"2021-02";"AUP exkl moms";121183517
"R - andningsorgan";"Kvinna";"Alla åldrar";"2021-02";"Förpackningar";364059
"R - andningsorgan";"Kvinna";"Alla åldrar";"2021-03";"AUP exkl moms";149027287
"R - andningsorgan";"Kvinna";"Alla åldrar";"2021-03";"Förpackningar";497639
"R - andningsorgan";"Kvinna";"Alla åldrar";"2021-04";"AUP exkl moms";136294920
"R - andningsorgan";"Kvinna";"Alla åldrar";"2021-04";"Förpackningar";453272
"R - andningsorgan";"Kvinna";"Alla åldrar";"2021-05";"AUP exkl moms";142679946
"R - andningsorgan";"Kvinna";"Alla åldrar";"2021-05";"Förpackningar";472733
"R - andningsorgan";"Kvinna";"Alla åldrar";"2021-06";"AUP exkl moms";140323904
"R - andningsorgan";"Kvinna";"Alla åldrar";"2021-06";"Förpackningar";454320
"R - andningsorgan";"Kvinna";"Alla åldrar";"2021-07";"AUP exkl moms";122317508
"R - andningsorgan";"Kvinna";"Alla åldrar";"2021-07";"Förpackningar";371392
"R - andningsorgan";"Kvinna";"Alla åldrar";"2021-08";"AUP exkl moms";121081055
"R - andningsorgan";"Kvinna";"Alla åldrar";"2021-08";"Förpackningar";360211
"R - andningsorgan";"Kvinna";"Alla åldrar";"2021-09";"AUP exkl moms";135917310
"R - andningsorgan";"Kvinna";"Alla åldrar";"2021-09";"Förpackningar";397159
"R - andningsorgan";"Kvinna";"Alla åldrar";"2021-10";"AUP exkl moms";135185034
"R - andningsorgan";"Kvinna";"Alla åldrar";"2021-10";"Förpackningar";418796
"R - andningsorgan";"Kvinna";"Alla åldrar";"2021-11";"AUP exkl moms";137513377
"R - andningsorgan";"Kvinna";"Alla åldrar";"2021-11";"Förpackningar";417810
"R - andningsorgan";"Kvinna";"Alla åldrar";"2021-12";"AUP exkl moms";139087609
"R - andningsorgan";"Kvinna";"Alla åldrar";"2021-12";"Förpackningar";434376
"R - andningsorgan";"Kvinna";"Alla åldrar";"2022-01";"AUP exkl moms";140582842
"R - andningsorgan";"Kvinna";"Alla åldrar";"2022-01";"Förpackningar";409195
"R - andningsorgan";"Kvinna";"Alla åldrar";"2022-02";"AUP exkl moms";126852849
"R - andningsorgan";"Kvinna";"Alla åldrar";"2022-02";"Förpackningar";389539
"R - andningsorgan";"Kvinna";"Alla åldrar";"2022-03";"AUP exkl moms";163434353
"R - andningsorgan";"Kvinna";"Alla åldrar";"2022-03";"Förpackningar";531710
"R - andningsorgan";"Kvinna";"Alla åldrar";"2022-04";"AUP exkl moms";141199915
"R - andningsorgan";"Kvinna";"Alla åldrar";"2022-04";"Förpackningar";462911
"R - andningsorgan";"Kvinna";"Alla åldrar";"2022-05";"AUP exkl moms";160412201
"R - andningsorgan";"Kvinna";"Alla åldrar";"2022-05";"Förpackningar";506961
"R - andningsorgan";"Kvinna";"Alla åldrar";"2022-06";"AUP exkl moms";147496740
"R - andningsorgan";"Kvinna";"Alla åldrar";"2022-06";"Förpackningar";453248
"R - andningsorgan";"Kvinna";"Alla åldrar";"2022-07";"AUP exkl moms";136639424
"R - andningsorgan";"Kvinna";"Alla åldrar";"2022-07";"Förpackningar";398294
"R - andningsorgan";"Kvinna";"Alla åldrar";"2022-08";"AUP exkl moms";141381087
"R - andningsorgan";"Kvinna";"Alla åldrar";"2022-08";"Förpackningar";402013
"R - andningsorgan";"Kvinna";"Alla åldrar";"2022-09";"AUP exkl moms";143332541
"R - andningsorgan";"Kvinna";"Alla åldrar";"2022-09";"Förpackningar";420843
"R - andningsorgan";"Kvinna";"Alla åldrar";"2022-10";"AUP exkl moms";145016189
"R - andningsorgan";"Kvinna";"Alla åldrar";"2022-10";"Förpackningar";415969
"R - andningsorgan";"Kvinna";"Alla åldrar";"2022-11";"AUP exkl moms";151081392
"R - andningsorgan";"Kvinna";"Alla åldrar";"2022-11";"Förpackningar";434639
"R - andningsorgan";"Kvinna";"Alla åldrar";"2022-12";"AUP exkl moms";199464530
"R - andningsorgan";"Kvinna";"Alla åldrar";"2022-12";"Förpackningar";485648
"R - andningsorgan";"Kvinna";"Alla åldrar";"2023-01";"AUP exkl moms";183889705
"R - andningsorgan";"Kvinna";"Alla åldrar";"2023-01";"Förpackningar";446029
"R - andningsorgan";"Kvinna";"Alla åldrar";"2023-02";"AUP exkl moms";170811275
"R - andningsorgan";"Kvinna";"Alla åldrar";"2023-02";"Förpackningar";419402
"R - andningsorgan";"Kvinna";"Alla åldrar";"2023-03";"AUP exkl moms";198107850
"R - andningsorgan";"Kvinna";"Alla åldrar";"2023-03";"Förpackningar";496391
"R - andningsorgan";"Kvinna";"Alla åldrar";"2023-04";"AUP exkl moms";174598837
"R - andningsorgan";"Kvinna";"Alla åldrar";"2023-04";"Förpackningar";475588
"R - andningsorgan";"Kvinna";"Alla åldrar";"2023-05";"AUP exkl moms";201994307
"R - andningsorgan";"Kvinna";"Alla åldrar";"2023-05";"Förpackningar";544925
"R - andningsorgan";"Kvinna";"Alla åldrar";"2023-06";"AUP exkl moms";191673678
"R - andningsorgan";"Kvinna";"Alla åldrar";"2023-06";"Förpackningar";455453
"R - andningsorgan";"Kvinna";"Alla åldrar";"2023-07";"AUP exkl moms";163272288
"R - andningsorgan";"Kvinna";"Alla åldrar";"2023-07";"Förpackningar";378431
"R - andningsorgan";"Kvinna";"Alla åldrar";"2023-08";"AUP exkl moms";175165643
"R - andningsorgan";"Kvinna";"Alla åldrar";"2023-08";"Förpackningar";401292
"R - andningsorgan";"Kvinna";"Alla åldrar";"2023-09";"AUP exkl moms";179532442
"R - andningsorgan";"Kvinna";"Alla åldrar";"2023-09";"Förpackningar";405372
"R - andningsorgan";"Kvinna";"Alla åldrar";"2023-10";"AUP exkl moms";189971140
"R - andningsorgan";"Kvinna";"Alla åldrar";"2023-10";"Förpackningar";429837
"R - andningsorgan";"Kvinna";"Alla åldrar";"2023-11";"AUP exkl moms";190248597
"R - andningsorgan";"Kvinna";"Alla åldrar";"2023-11";"Förpackningar";439306
"R - andningsorgan";"Kvinna";"Alla åldrar";"2023-12";"AUP exkl moms";190700112
"R - andningsorgan";"Kvinna";"Alla åldrar";"2023-12";"Förpackningar";446835
"R - andningsorgan";"Kvinna";"Alla åldrar";"2024-01";"AUP exkl moms";195778323
"R - andningsorgan";"Kvinna";"Alla åldrar";"2024-01";"Förpackningar";458825
"R - andningsorgan";"Kvinna";"Alla åldrar";"2024-02";"AUP exkl moms";191641763
"R - andningsorgan";"Kvinna";"Alla åldrar";"2024-02";"Förpackningar";432993
"R - andningsorgan";"Kvinna";"Alla åldrar";"2024-03";"AUP exkl moms";203706713
"R - andningsorgan";"Kvinna";"Alla åldrar";"2024-03";"Förpackningar";477603
"R - andningsorgan";"Kvinna";"Alla åldrar";"2024-04";"AUP exkl moms";198443906
"R - andningsorgan";"Kvinna";"Alla åldrar";"2024-04";"Förpackningar";496106
"R - andningsorgan";"Kvinna";"Alla åldrar";"2024-05";"AUP exkl moms";222841182
"R - andningsorgan";"Kvinna";"Alla åldrar";"2024-05";"Förpackningar";543084
"R - andningsorgan";"Kvinna";"Alla åldrar";"2024-06";"AUP exkl moms";186915319
"R - andningsorgan";"Kvinna";"Alla åldrar";"2024-06";"Förpackningar";425704
"R - andningsorgan";"Kvinna";"Alla åldrar";"2024-07";"AUP exkl moms";183937898
"R - andningsorgan";"Kvinna";"Alla åldrar";"2024-07";"Förpackningar";413174
"R - andningsorgan";"Kvinna";"Alla åldrar";"2024-08";"AUP exkl moms";184103527
"R - andningsorgan";"Kvinna";"Alla åldrar";"2024-08";"Förpackningar";409344
"R - andningsorgan";"Kvinna";"Alla åldrar";"2024-09";"AUP exkl moms";186588427
